time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
2025-09-07T18:35:00-04:00,23715.75,23717,23706,23716,0,0,0,0,0,0,0,NaN,23717,23706,23716
2025-09-07T18:40:00-04:00,23716,23732,23714.25,23728.25,0,0,0,0,0,0,0,NaN,23732,23714.25,23728.25
2025-09-07T18:45:00-04:00,23728.5,23748,23728.5,23733.25,0,0,0,0,0,0,0,NaN,23748,23728.5,23733.25
2025-09-07T18:50:00-04:00,23734.5,23738.5,23729,23733,0,0,0,0,0,0,0,NaN,23738.5,23729,23733
2025-09-07T18:55:00-04:00,23733.75,23742.25,23732.75,23740.75,0,0,0,0,0,0,0,NaN,23742.25,23732.75,23740.75
2025-09-07T19:00:00-04:00,23740.75,23747,23740.75,23745,0,0,0,0,0,0,0,NaN,23747,23740.75,23745
2025-09-07T19:05:00-04:00,23745,23752.5,23744.75,23751,0,0,0,0,0,0,0,NaN,23752.5,23744.75,23751
2025-09-07T19:10:00-04:00,23750.75,23754.5,23746.5,23751.75,0,0,0,0,0,0,0,NaN,23754.5,23746.5,23751.75
2025-09-07T19:15:00-04:00,23751.75,23752.75,23744.25,23746,0,0,0,0,0,0,0,NaN,23752.75,23744.25,23746
2025-09-07T19:20:00-04:00,23746,23758.25,23744.75,23757.25,0,0,0,0,0,0,0,NaN,23758.25,23744.75,23757.25
2025-09-07T19:25:00-04:00,23756.5,23782,23756.25,23768.25,0,0,0,0,0,0,0,NaN,23782,23756.25,23768.25
2025-09-07T19:30:00-04:00,23769.25,23784.25,23769,23776.25,0,0,0,0,0,0,0,NaN,23784.25,23769,23776.25
2025-09-07T19:35:00-04:00,23776.25,23783.25,23773.75,23777,0,0,0,0,0,0,0,NaN,23783.25,23773.75,23777
2025-09-07T19:40:00-04:00,23777.25,23781.25,23770.25,23774,0,0,0,0,0,0,0,NaN,23781.25,23770.25,23774
2025-09-07T19:45:00-04:00,23773.5,23778.75,23768.75,23774.75,0,0,0,0,0,0,0,NaN,23778.75,23768.75,23774.75
2025-09-07T19:50:00-04:00,23774,23779.5,23769.25,23778.5,0,0,0,0,0,0,0,NaN,23779.5,23769.25,23778.5
2025-09-07T19:55:00-04:00,23778.25,23781,23775.25,23778,0,0,0,0,0,0,0,NaN,23781,23775.25,23778
2025-09-07T20:00:00-04:00,23778.25,23783.5,23765.5,23769,0,0,0,0,0,0,0,NaN,23783.5,23765.5,23769
2025-09-07T20:05:00-04:00,23770.75,23791.25,23770,23785.75,0,0,0,0,0,0,0,NaN,23791.25,23770,23785.75
2025-09-07T20:10:00-04:00,23786,23787.75,23776.75,23783,0,0,0,0,0,0,0,NaN,23787.75,23776.75,23783
2025-09-07T20:15:00-04:00,23783.75,23783.75,23775.75,23781.5,0,0,0,0,0,0,0,NaN,23783.75,23775.75,23781.5
2025-09-07T20:20:00-04:00,23781.25,23787.5,23779.25,23782,0,0,0,0,0,0,0,NaN,23787.5,23779.25,23782
2025-09-07T20:25:00-04:00,23782.25,23786,23780.5,23784.25,0,0,0,0,0,0,0,NaN,23786,23780.5,23784.25
2025-09-07T20:30:00-04:00,23785,23787.75,23778.5,23780.25,0,0,0,0,0,0,0,NaN,23787.75,23778.5,23780.25
2025-09-07T20:35:00-04:00,23779.75,23784.75,23776.5,23779,0,0,0,0,0,0,0,NaN,23784.75,23776.5,23779
2025-09-07T20:40:00-04:00,23778.5,23781.5,23773.75,23775,0,0,0,0,0,0,0,NaN,23781.5,23773.75,23775
2025-09-07T20:45:00-04:00,23774.5,23776.25,23768,23771.25,0,0,0,0,0,0,0,NaN,23776.25,23768,23771.25
2025-09-07T20:50:00-04:00,23771.25,23774.5,23766.25,23767,0,0,0,0,0,0,0,NaN,23774.5,23766.25,23767
2025-09-07T20:55:00-04:00,23767.25,23770.5,23764,23764.75,0,0,0,0,0,0,0,NaN,23770.5,23764,23764.75
2025-09-07T21:00:00-04:00,23764.75,23772,23761.25,23761.75,0,0,0,0,0,0,0,NaN,23772,23761.25,23761.75
2025-09-07T21:05:00-04:00,23762.5,23769.25,23761.5,23762.75,0,0,0,0,0,0,0,NaN,23769.25,23761.5,23762.75
2025-09-07T21:10:00-04:00,23763.5,23766.25,23757,23764.25,0,0,0,0,0,0,0,NaN,23766.25,23757,23764.25
2025-09-07T21:15:00-04:00,23763.5,23765.25,23760.25,23763,0,0,0,0,0,0,0,NaN,23765.25,23760.25,23763
2025-09-07T21:20:00-04:00,23764,23767.5,23759.25,23761.75,0,0,0,0,0,0,0,NaN,23767.5,23759.25,23761.75
2025-09-07T21:25:00-04:00,23763,23765.25,23761,23762.25,0,0,0,0,0,0,0,NaN,23765.25,23761,23762.25
2025-09-07T21:30:00-04:00,23762.5,23767.25,23761,23766.5,0,0,0,0,0,0,0,NaN,23767.25,23761,23766.5
2025-09-07T21:35:00-04:00,23767.25,23776.5,23766.5,23776.25,0,0,0,0,0,0,0,NaN,23776.5,23766.5,23776.25
2025-09-07T21:40:00-04:00,23775,23780,23772.25,23776,0,0,0,0,0,0,0,NaN,23780,23772.25,23776
2025-09-07T21:45:00-04:00,23776.25,23779.25,23773.5,23778.75,0,0,0,0,0,0,0,NaN,23779.25,23773.5,23778.75
2025-09-07T21:50:00-04:00,23779.25,23779.25,23765,23770,0,0,0,0,0,0,0,NaN,23779.25,23765,23770
2025-09-07T21:55:00-04:00,23770,23770.5,23767.25,23767.25,0,0,0,0,0,0,0,NaN,23770.5,23767.25,23767.25
2025-09-07T22:00:00-04:00,23768.25,23771,23754.25,23756.5,0,0,0,0,0,0,0,NaN,23771,23754.25,23756.5
2025-09-07T22:05:00-04:00,23756.25,23762,23756.25,23761,0,0,0,0,0,0,0,NaN,23762,23756.25,23761
2025-09-07T22:10:00-04:00,23761.25,23761.75,23752.5,23754.25,0,0,0,0,0,0,0,NaN,23761.75,23752.5,23754.25
2025-09-07T22:15:00-04:00,23755,23759.25,23738.5,23740.25,0,0,0,0,0,0,0,NaN,23759.25,23738.5,23740.25
2025-09-07T22:20:00-04:00,23739.5,23745,23735.75,23738.5,0,0,0,0,0,0,0,NaN,23745,23735.75,23738.5
2025-09-07T22:25:00-04:00,23739,23745.25,23736.5,23739.25,0,0,0,0,0,0,0,NaN,23745.25,23736.5,23739.25
2025-09-07T22:30:00-04:00,23740.25,23745,23739.75,23743.5,0,0,0,0,0,0,0,NaN,23745,23739.75,23743.5
2025-09-07T22:35:00-04:00,23742.75,23746.25,23740,23741.25,0,0,0,0,0,0,0,NaN,23746.25,23740,23741.25
2025-09-07T22:40:00-04:00,23740.75,23744,23740,23741.25,0,0,0,0,0,0,0,NaN,23744,23740,23741.25
2025-09-07T22:45:00-04:00,23740.75,23743.25,23739,23741,0,0,0,0,0,0,0,NaN,23743.25,23739,23741
2025-09-07T22:50:00-04:00,23740.75,23744.5,23739,23739.5,0,0,0,0,0,0,0,NaN,23744.5,23739,23739.5
2025-09-07T22:55:00-04:00,23740,23743.5,23740,23741.25,0,0,0,0,0,0,0,NaN,23743.5,23740,23741.25
